Serial No.,College Name,Info Data
958,Sree Chaitanya College of Engineering - [SCCE],"Sree Chaitanya College of Engineering (SCCE) has grown up to new heights in the quality of education and discipline. The college has given many quality engineers to the global Market. the college was established in the year 2004-05 and is owned and managed by TAKSHASILA EDUCATIONAL SOCIETY. The College is approved by AICTE, New Delhi and is affiliated to Jawaharlal Nehru Technological University, Hyderabad."
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],"Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology (SJCIT) was established in the year 1986. The college is run by Sri Adichunchanagiri Shikshana Trust.It is affiliated to Visvesvaraya Technological University (VTU), Belgaum and approved by AICTE"
960,Sri Muthukumaran Institute of Technology - [SMIT],"Sri Muthukumaran Institute of Technology (SMIT), Chennai is ranked 13 among Kanchipuram Dist. Colleges in the year 2018-29. The Institution has participated in the National Institute of Ranking Framework (NIRF) process and ARIIA Ranking and also participated in the All India Survey on Higher Education (AISHE). The institute has completed 25 years of excellence in the field of Education. SMIT Chennai offers degree and research programs in the discipline of Engineering, Management, etc."
961,Srinivasa Ramanujan Institute of Technology - [SRIT],"Srinivasa Ramanujan Institute of Technology, SRIT was established in the year 2008 at Rotarypuram Village in Ananthapuramu. The organization is providing quality technical education.  It has been approved by the AICTE, New Delhi and is affiliated to JNTU Anantapuramu."
962,St. Joseph's College of Engineering and Technology - [SJCET] Palai,"St. Joseph's College of Engineering & Technology (SJCET), Palai was established in 2002 under Diocesan Technical Education Trust. It is affiliated to Mahatma Gandhi University (MGU), Kottayam and approved by All India Council for Technical Education (AICTE). It is an ISO 9001:2008 Certified Institute and accredited by National Board of Accreditation (NBA). The vision of the college is to develop into a world-class, pace-setting institute of engineering and technology with distinct identity and character and offering a variety of programs and services that meets the goals and aspirations of the people. The mission of the college is to be a leading provider of technical education programs and related services of the highest quality and standards of excellence to meet the demands of business, industry and the community and thereby to contribute to India's socio-economic progress."
963,T.J.S. Engineering College,"T.J.S Engineering College was established in 2009 by T.J. Sivananda Mudaliar Educational Trust. It is committed to provide quality technical education, training and research and development activities through improved and effective utilization of the physical and financial resources. It offers five under graduate and two post graduate courses in the field of engineering and technology. It is located at Thiruvallur, Tamil Nadu."
964,SRM TRP Engineering College,"SRM TRP Engineering College, Tiruchirapalli was established in 2010, is affiliated to Anna University, Chennai and approved by AICTE. The institute offers undergraduate and postgraduate courses in the discipline of Engineering and Technology. Admission to SRM TRP Engineering College, Trichy is done on the basis of GATE/TANCET/TNEA scores."
965,Global Institute of Technology and Management - [GITM],"Global Institute of Technology & Management (GITM), Gurgaon was established in 2008, affiliated to Gurugram University, Gurugram and approved by All India Council for Technical Education (AICTE), Ministry of HRD, Govt. of India and also by Directorate of Technical Education, Govt. of Haryana. The institute offers undergraduate, postgraduate and diploma courses in the discipline of Technology, Pharmacy, Management and Computer Applications."
966,United Institute of Technology - [UIT],"United Institute of Technology, Allahabad was started by the efforts of The United Group in 2007. It is one of the 9 institutions established by the group founded by late Shri Shiv Ram Das Gulati in 1951. It seeks to nurture students in such a way that they are well settled in their respective careers. It is situated in UPSIDC Industrial Area, Naini, Allahabad, Uttar Pradesh."
967,Chhatrapati Shivaji Institute of Technology - [CSIT],"Chhatrapati Shivaji Institute of Technology (CSIT), Durg is ranked 19th among Top 100 T-Schools (Overall) - Government and Private and ranked 4th among Zone Wise Top 10 T-Schools by Data Quest 2020 Rankings. The institute offers degree and doctoral courses in the discipline of Computer Science Engineering, Civil Engineering, Mechanical Engineering and many more. Admission is done on the basis of merit and cutoff criteria of the institute. The institute has two sister institutes which are as follows:"
